,path,file,prerequisite
642,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Cancel the Apocalypse.md,Cancel the Apocalypse,Knockout Blow
643,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Crashing Wave Throw.md,Crashing Wave Throw,Vicious Lunge
644,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Dancing With Strife Technique.md,Dancing With Strife Technique,Reckless Fury Discard
645,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Devil-Strangling Attitude.md,Devil-Strangling Attitude,Vicious Lunge
646,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Dragon Coil Technique.md,Dragon Coil Technique,Devil-Strangling Attitude
647,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Falling Hammer Strike.md,Falling Hammer Strike,Thunderclap Rush Attack
648,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Fire-Eating Fist.md,Fire-Eating Fist,Intercepting Fury Smite
649,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Fivefold Fury Onslaught.md,Fivefold Fury Onslaught,Hammer on Iron Technique
650,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Force-Rending Strike.md,Force-Rending Strike,Ferocious Jab
651,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Hammer on Iron Technique.md,Hammer on Iron Technique,Falling Hammer Strike
652,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Heart-Eating Fist.md,Heart-Eating Fist,Ascendant Battle Visage
653,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Heaven Fury Smite.md,Heaven Fury Smite,Rampage-Berserker Attack
654,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Heaven Thunder Hammer.md,Heaven Thunder Hammer,Ferocious Jab
655,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Incarnated Fury Attack.md,Incarnated Fury Attack,Adamantine Fists of Battle
656,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Inevitable Victory Meditation.md,Inevitable Victory Meditation,Superior Violent Knowledge
657,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Intercepting Fury Smite.md,Intercepting Fury Smite,Force-Rending Strike
658,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Iron Battle Focus.md,Iron Battle Focus,Fists of Iron Technique
659,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Knockout Blow.md,Knockout Blow,Ox-Stunning Blow
660,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Lightning Strikes Twice.md,Lightning Strikes Twice,Crashing Wave Throw
661,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Lightning Strikes Twice.md,Lightning Strikes Twice,Heaven Thunder Hammer
662,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Oak-Curling Clinch.md,Oak-Curling Clinch,Vicious Lunge
663,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\One With Violence.md,One With Violence,Falling Hammer Strike
664,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Orichalcum Fists of Battle.md,Orichalcum Fists of Battle,Adamantine Fists of Battle
665,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Ox-Stunning Blow.md,Ox-Stunning Blow,Fists of Iron Technique
666,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Raging Wrath Repeated.md,Raging Wrath Repeated,Ten Calamities Technique
667,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Rampage-Berserker Attack.md,Rampage-Berserker Attack,Fivefold Fury Onslaught
668,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Rapturous Cradle.md,Rapturous Cradle,Burning Proof of Authority
669,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Reckless Fury Discard.md,Reckless Fury Discard,Iron Battle Focus
670,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\River-Binding Wrath.md,River-Binding Wrath,Oak-Curling Clinch
671,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Shockwave Technique.md,Shockwave Technique,Crashing Wave Throw
672,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Sledgehammer Fist Punch.md,Sledgehammer Fist Punch,Heaven Thunder Hammer
673,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Solar Cross-Counter.md,Solar Cross-Counter,Reckless Fury Discard
674,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Striving Aftershock Method.md,Striving Aftershock Method,One With Violence
675,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Superior Violent Knowledge.md,Superior Violent Knowledge,Striving Aftershock Method
676,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Supremacy of War Meditation.md,Supremacy of War Meditation,Inevitable Victory Meditation
677,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Swift Strike Prana.md,Swift Strike Prana,Ferocious Jab
678,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Swift Strike Prana.md,Swift Strike Prana,Thunderclap Rush Attack
679,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Ten Calamities Technique.md,Ten Calamities Technique,Dragon Coil Technique
680,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Titan-Straightening Method.md,Titan-Straightening Method,Ten Calamities Technique
681,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Unbreakable Grasp.md,Unbreakable Grasp,Vicious Lunge
682,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Wicked Dissolve Dust.md,Wicked Dissolve Dust,River-Binding Wrath
683,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Wicked Dissolve Dust.md,Wicked Dissolve Dust,Intercepting Fury Smite
684,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Brawl\Wind and Stones Defense.md,Wind and Stones Defense,Ferocious Jab
685,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\All-Seeing Master Procurer.md,All-Seeing Master Procurer,Consumer-Evaluating Glance
686,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Bureau-Rectifying Method.md,Bureau-Rectifying Method,Speed the Wheels
687,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Bureau-Reforming Kata.md,Bureau-Reforming Kata,Bureau-Rectifying Method
688,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Bureau-Reforming Kata.md,Bureau-Reforming Kata,Enigmatic Bureau Understanding
689,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Consumer-Evaluating Glance.md,Consumer-Evaluating Glance,Frugal Merchant Method
690,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Creation of Adamant Specie.md,Creation of Adamant Specie,Pattern-Exploiting Commerce Spirit
691,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Eclectic Verbiage of Law.md,Eclectic Verbiage of Law,Semantic Argument Technique
692,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Empowered Barter Stance.md,Empowered Barter Stance,Irresistible Salesman Spirit
693,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Enigmatic Bureau Understanding.md,Enigmatic Bureau Understanding,Measuring Glance
694,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Enlightened Discourse Method.md,Enlightened Discourse Method,Deft Official’s Way
695,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Enlightened Discourse Method.md,Enlightened Discourse Method,Frugal Merchant Method
696,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Foul Air of Argument Technique.md,Foul Air of Argument Technique,Indolent Official Charm
697,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Honor-Instilling Mantra.md,Honor-Instilling Mantra,Enigmatic Bureau Understanding
698,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Illimitable Master Fence.md,Illimitable Master Fence,All-Seeing Master Procurer
699,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Indolent Official Charm.md,Indolent Official Charm,Deft Official’s Way
700,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Infinitely-Efficient Register.md,Infinitely-Efficient Register,Omen-Spawning Beast
701,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Insightful Buyer Technique.md,Insightful Buyer Technique,Frugal Merchant Method
702,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Irresistible Salesman Spirit.md,Irresistible Salesman Spirit,Consumer-Evaluating Glance
703,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Irresistible Salesman Spirit.md,Irresistible Salesman Spirit,Insightful Buyer Technique
704,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Measuring Glance.md,Measuring Glance,Deft Official’s Way
705,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Omen-Spawning Beast.md,Omen-Spawning Beast,Woe-Capturing Web
706,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Order-Conferring Action.md,Order-Conferring Action,Taboo-Inflicting Diatribe
707,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Pattern-Exploiting Commerce Spirit.md,Pattern-Exploiting Commerce Spirit,Ungoverned Market Awareness
708,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Semantic Argument Technique.md,Semantic Argument Technique,Enlightened Discourse Method
709,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Soul-Snaring Pitch.md,Soul-Snaring Pitch,Irresistible Salesman Spirit
710,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Spectacle-Inciting Order.md,Spectacle-Inciting Order,Infinitely-Efficient Register
711,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Speed the Wheels.md,Speed the Wheels,Deft Official’s Way
712,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Subject-Hailing Ideology.md,Subject-Hailing Ideology,Eclectic Verbiage of Law
713,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Taboo-Inflicting Diatribe.md,Taboo-Inflicting Diatribe,Foul Air of Argument Technique
714,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Ungoverned Market Awareness.md,Ungoverned Market Awareness,Illimitable Master Fence
715,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Bureaucracy\Woe-Capturing Web.md,Woe-Capturing Web,Bureau-Reforming Kata
716,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Drifting Shadow Focus.md,Drifting Shadow Focus,Reflex Sidestep Technique
717,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Dust Motes Whirling.md,Dust Motes Whirling,Reed in the Wind
718,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Fleet Dreaming Image.md,Fleet Dreaming Image,Dust Motes Whirling
719,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Flow Like Blood.md,Flow Like Blood,Shadow Over Water
720,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Force-Stealing Feint.md,Force-Stealing Feint,Searing Quicksilver Flight
721,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Fourfold Shiver Binding.md,Fourfold Shiver Binding,Drifting Leaf Elusion
722,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Harm-Dismissing Meditation.md,Harm-Dismissing Meditation,Living Bonds Unburdened
723,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Hundred Shadow Ways.md,Hundred Shadow Ways,Vaporous Division
724,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Leaping Dodge Method.md,Leaping Dodge Method,Reflex Sidestep Technique
725,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Living Bonds Unburdened.md,Living Bonds Unburdened,Vaporous Division
726,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Refinement of Flowing Shadows.md,Refinement of Flowing Shadows,Seven Shadow Evasion
727,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Reflex Sidestep Technique.md,Reflex Sidestep Technique,Reed in the Wind
728,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Rumor of Form.md,Rumor of Form,Shadow Over Water
729,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Safety Between Heartbeats.md,Safety Between Heartbeats,Force-Stealing Feint
730,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Searing Quicksilver Flight.md,Searing Quicksilver Flight,Reed in the Wind
731,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Seven Shadow Evasion.md,Seven Shadow Evasion,Force-Stealing Feint
732,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Shadow Dancer Method.md,Shadow Dancer Method,Dust Motes Whirling
733,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Shadow Over Water.md,Shadow Over Water,Drifting Leaf Elusion
734,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Sunlight Bleeding Away.md,Sunlight Bleeding Away,Fleet Dreaming Image
735,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Thousand Steps’ Stillness.md,Thousand Steps’ Stillness,Safety Between Heartbeats
736,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Unbowed Willow Meditation.md,Unbowed Willow Meditation,Thousand Steps’ Stillness
737,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Unbridled Shade Attitude.md,Unbridled Shade Attitude,Living Bonds Unburdened
738,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Vaporous Division.md,Vaporous Division,Rumor of Form
739,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Dodge\Way of Whispers Technique.md,Way of Whispers Technique,Rumor of Form
740,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Accord of the Unbreakable Spirit.md,Accord of the Unbreakable Spirit,Integrity-Protecting Prana
741,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Barque of Transcendent Vision.md,Barque of Transcendent Vision,Mind-Cleansing Prana
742,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Body-Restoring Benison.md,Body-Restoring Benison,Barque of Transcendent Vision
743,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Clear Mind Discipline.md,Clear Mind Discipline,Mind-Cleansing Prana
744,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Divine Mantle.md,Divine Mantle,Eminent Paragon Approach
745,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Divine Mantle.md,Divine Mantle,Invincible Solar Aegis
746,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Eminent Paragon Approach.md,Eminent Paragon Approach,Soul-Nourishing Technique
747,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Empathic Aegis Discipline.md,Empathic Aegis Discipline,Watchful Eyes of Heaven
748,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Empowered Soul Technique.md,Empowered Soul Technique,Spirit-Tempering Practice
749,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Energy Restoration Prana.md,Energy Restoration Prana,Mind-Cleansing Prana
750,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Invincible Solar Aegis.md,Invincible Solar Aegis,Righteous Lion Defense
751,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Inviolable Essence-Merging.md,Inviolable Essence-Merging,Body-Restoring Benison
752,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Inviolable Essence-Merging.md,Inviolable Essence-Merging,Energy Restoration Prana
753,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Legend-Soul Revival.md,Legend-Soul Revival,Destiny-Manifesting Method
754,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Mind-Cleansing Prana.md,Mind-Cleansing Prana,Temptation-Resisting Stance
755,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Phoenix Renewal Tactic.md,Phoenix Renewal Tactic,Destiny-Manifesting Method
756,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Righteous Lion Defense.md,Righteous Lion Defense,Steel Heart Stance
757,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Righteous Soul Judgment.md,Righteous Soul Judgment,Undying Solar Resolve
758,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Soul-Nourishing Technique.md,Soul-Nourishing Technique,Sun King Radiance
759,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Spirit-Maintaining Maneuver.md,Spirit-Maintaining Maneuver,Enduring Mental Toughness
760,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Spirit-Tempering Practice.md,Spirit-Tempering Practice,Spirit-Maintaining Maneuver
761,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Steel Heart Stance.md,Steel Heart Stance,Stubborn Boar Defense
762,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Strength from Conviction Stance.md,Strength from Conviction Stance,Steel Heart Stance
763,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Temptation-Resisting Stance.md,Temptation-Resisting Stance,Stubborn Boar Defense
764,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Transcendent Hero’s Meditation.md,Transcendent Hero’s Meditation,Spirit-Maintaining Maneuver
765,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Undying Solar Resolve.md,Undying Solar Resolve,Stubborn Boar Defense
766,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Unhesitating Dedication.md,Unhesitating Dedication,Righteous Lion Defense
767,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Integrity\Watchful Eyes of Heaven.md,Watchful Eyes of Heaven,Righteous Lion Defense
768,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Crafty Observation Method.md,Crafty Observation Method,Watchman’s Infallible Eye
769,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Dauntless Inquisitor Attitude.md,Dauntless Inquisitor Attitude,Miraculous Stunning Insight
770,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Divine Induction Technique.md,Divine Induction Technique,Crafty Observation Method
771,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Empathic Recall Discipline.md,Empathic Recall Discipline,Enlightened Touch Insight
772,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Enlightened Touch Insight.md,Enlightened Touch Insight,Unknown Wisdom Epiphany
773,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Evidence-Discerning Method.md,Evidence-Discerning Method,Crafty Observation Method
774,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Evidence-Restoring Prana.md,Evidence-Restoring Prana,Evidence-Discerning Method
775,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Fetich-Tracing Eye.md,Fetich-Tracing Eye,Crafty Observation Method
776,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Inquisitor’s Unfailing Notice.md,Inquisitor’s Unfailing Notice,Watchman’s Infallible Eye
777,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Irresistible Questioning Technique.md,Irresistible Questioning Technique,Judge’s Ear Technique
778,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Judge-General’s Stance.md,Judge-General’s Stance,Dauntless Inquisitor Attitude
779,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Judge’s Ear Technique.md,Judge’s Ear Technique,Crafty Observation Method
780,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Mind Manse Meditation.md,Mind Manse Meditation,Empathic Recall Discipline
781,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Mind Manse Meditation.md,Mind Manse Meditation,Evidence-Restoring Prana
782,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Miraculous Stunning Insight.md,Miraculous Stunning Insight,Divine Induction Technique
783,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Ten Magistrate Eyes.md,Ten Magistrate Eyes,Evidence-Discerning Method
784,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Ten Magistrate Eyes.md,Ten Magistrate Eyes,Judge’s Ear Technique
785,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Truth-Rendering Attitude.md,Truth-Rendering Attitude,Judge’s Ear Technique
786,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Unknown Wisdom Epiphany.md,Unknown Wisdom Epiphany,Ten Magistrate Eyes
787,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Investigation\Watchful Justiciar’s Eye.md,Watchful Justiciar’s Eye,Evidence-Discerning Method
788,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Clever Bandit’s Rook.md,Clever Bandit’s Rook,Seasoned Criminal Method
789,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Criminal Seduction Method.md,Criminal Seduction Method,Spurious Presence
790,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Door-Evading Technique.md,Door-Evading Technique,Lock-Opening Touch
791,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Doubt-Sealing Heist.md,Doubt-Sealing Heist,Clever Bandit’s Rook
792,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Fate-Shifting Solar Arete.md,Fate-Shifting Solar Arete,Lightning-Hand Sleight
793,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Fate-Shifting Solar Arete.md,Fate-Shifting Solar Arete,Unshakable Rogue’s Spirit
794,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Flashing Ruse Prana.md,Flashing Ruse Prana,Flawlessly Impenetrable Disguise
795,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Iron Wolves’ Grasp.md,Iron Wolves’ Grasp,Stealing From Plain Sight Spirit
796,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Iron Wolves’ Grasp.md,Iron Wolves’ Grasp,Reversal of Fortune
797,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Lightning-Hand Sleight.md,Lightning-Hand Sleight,Swift Gambler’s Eye
798,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Magpie’s Invisible Talon.md,Magpie’s Invisible Talon,Stealing From Plain Sight Spirit
799,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Master Plan Meditation.md,Master Plan Meditation,Unshakable Rogue’s Spirit
800,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Night’s Eye Meditation.md,Night’s Eye Meditation,Null Anima Gloves
801,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Null Anima Gloves.md,Null Anima Gloves,Iron Wolves’ Grasp
802,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Null Anima Gloves.md,Null Anima Gloves,Proof-Eating Palm
803,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Null Anima Gloves.md,Null Anima Gloves,Skillful Reappropriation (Phantom Sting Search)
804,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Perfect Mirror.md,Perfect Mirror,Flawlessly Impenetrable Disguise
805,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Phantom Hood Technique.md,Phantom Hood Technique,Preying on Uncertainty Approach
806,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Preying on Uncertainty Approach.md,Preying on Uncertainty Approach,Spurious Presence
807,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Proof-Eating Palm.md,Proof-Eating Palm,Lightning-Hand Sleight
808,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Reversal of Fortune.md,Reversal of Fortune,Flawless Pickpocketing Technique
809,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Skillful Reappropriation (Phantom Sting Search).md,Skillful Reappropriation (Phantom Sting Search),Magpie’s Invisible Talon
810,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Split Deception Method.md,Split Deception Method,Perfect Mirror
811,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Spurious Presence.md,Spurious Presence,Seasoned Criminal Method
812,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Stealing From Plain Sight Spirit.md,Stealing From Plain Sight Spirit,Flawless Pickpocketing Technique
813,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Sun-Stealing Shadow Spirit.md,Sun-Stealing Shadow Spirit,Master Plan Meditation
814,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Unbroken Darkness Approach.md,Unbroken Darkness Approach,Night’s Eye Meditation
815,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Larceny\Unshakable Rogue’s Spirit.md,Unshakable Rogue’s Spirit,Living Shadow Preparedness
816,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Cup Boils Over.md,Cup Boils Over,Mind-Swallowing Missive
817,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Cup Boils Over.md,Cup Boils Over,Voice-Caging Calligraphy
818,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Discerning Savant’s Eye.md,Discerning Savant’s Eye,Sagacious Reading of Intent
819,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Essence-Laden Missive.md,Essence-Laden Missive,Letter-Within-A-Letter Technique
820,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Excellent Emissary’s Tongue.md,Excellent Emissary’s Tongue,Single Voice Kata
821,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Excellent Emissary’s Tongue.md,Excellent Emissary’s Tongue,Strange Tongue Understanding
822,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Flashing Quill Atemi.md,Flashing Quill Atemi,Power-Snaring Image
823,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Flawless Brush Discipline.md,Flawless Brush Discipline,Whirling Brush Method
824,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Heaven-Drawing Discipline.md,Heaven-Drawing Discipline,Mind-Scribing Method
825,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Indelible Spoken Script.md,Indelible Spoken Script,Twisted Words Technique
